eeg_value,state
25,Distraction
24,Distraction
26,Distraction
25,Distraction
23,Distraction
22,Distraction
23,Distraction
25,Distraction
24,Distraction
21,Distraction
24,Distraction
23,Distraction
21,Distraction
22,Distraction
23,Distraction
26,Distraction
23,Distraction
23,Distraction
22,Distraction
22,Distraction
26,Distraction
27,Distraction
23,Distraction
23,Distraction
22,Distraction
23,Distraction
23,Distraction
23,Distraction
22,Distraction
22,Distraction
26,Distraction
21,Distraction
18,Distraction
21,Distraction
23,Distraction
24,Distraction
23,Distraction
23,Distraction
22,Distraction
22,Distraction
26,Distraction
23,Distraction
22,Distraction
23,Distraction
24,Distraction
23,Distraction
24,Distraction
22,Distraction
25,Distraction
23,Distraction
26,Distraction
21,Distraction
22,Distraction
24,Distraction
24,Distraction
23,Distraction
23,Distraction
23,Distraction
26,Distraction
22,Distraction
26,Distraction
22,Distraction
25,Distraction
20,Distraction
24,Distraction
23,Distraction
26,Distraction
25,Distraction
25,Distraction
25,Distraction
24,Distraction
26,Distraction
26,Distraction
26,Distraction
21,Distraction
26,Distraction
23,Distraction
23,Distraction
27,Distraction
27,Distraction
25,Distraction
25,Distraction
25,Distraction
23,Distraction
23,Distraction
25,Distraction
26,Distraction
26,Distraction
25,Distraction
27,Distraction
27,Distraction
27,Distraction
23,Distraction
23,Distraction
23,Distraction
24,Distraction
23,Distraction
23,Distraction
27,Distraction
24,Distraction
29,Distraction
28,Distraction
25,Distraction
24,Distraction
23,Distraction
25,Distraction
27,Distraction
25,Distraction
22,Distraction
28,Distraction
26,Distraction
25,Distraction
26,Distraction
25,Distraction
25,Distraction
23,Distraction
22,Distraction
26,Distraction
23,Distraction
26,Distraction
26,Distraction
26,Distraction
27,Distraction
26,Distraction
22,Distraction
22,Distraction
23,Distraction
25,Distraction
23,Distraction
25,Distraction
25,Distraction
25,Distraction
25,Distraction
25,Distraction
23,Distraction
23,Distraction
25,Distraction
23,Distraction
22,Distraction
25,Distraction
25,Distraction
27,Distraction
26,Distraction
25,Distraction
26,Distraction
25,Distraction
25,Distraction
25,Distraction
23,Distraction
22,Distraction
24,Distraction
26,Distraction
23,Distraction
24,Distraction
23,Distraction
26,Distraction
26,Distraction
23,Distraction
29,Distraction
34,Distraction
27,Distraction
29,Distraction
29,Distraction
28,Distraction
30,Distraction
26,Distraction
26,Distraction
29,Distraction
30,Distraction
29,Distraction
29,Distraction
29,Distraction
29,Distraction
29,Distraction
29,Distraction
31,Distraction
29,Distraction
29,Distraction
30,Distraction
30,Distraction
27,Distraction
31,Distraction
27,Distraction
26,Distraction
27,Distraction
29,Distraction
31,Distraction
27,Distraction
31,Distraction
28,Distraction
31,Distraction
30,Distraction
30,Distraction
29,Distraction
27,Distraction
30,Distraction
30,Distraction
29,Distraction
30,Distraction
29,Distraction
28,Distraction
30,Distraction
27,Distraction
29,Distraction
30,Distraction
29,Distraction
29,Distraction
23,Distraction
27,Distraction
29,Distraction
27,Distraction
28,Distraction
28,Distraction
25,Distraction
22,Distraction
27,Distraction
29,Distraction
32,Distraction
29,Distraction
29,Distraction
28,Distraction
29,Distraction
27,Distraction
28,Distraction
31,Distraction
27,Distraction
28,Distraction
26,Distraction
27,Distraction
30,Distraction
29,Distraction
28,Distraction
27,Distraction
30,Distraction
31,Distraction
29,Distraction
27,Distraction
29,Distraction
30,Distraction
27,Distraction
27,Distraction
30,Distraction
30,Distraction
29,Distraction
27,Distraction
30,Distraction
26,Distraction
27,Distraction
28,Distraction
30,Distraction
27,Distraction
30,Distraction
27,Distraction
30,Distraction
30,Distraction
30,Distraction
30,Distraction
26,Distraction
28,Distraction
29,Distraction
29,Distraction
31,Distraction
28,Distraction
28,Distraction
29,Distraction
27,Distraction
34,Distraction
29,Distraction
27,Distraction
30,Distraction
29,Distraction
29,Distraction
27,Distraction
27,Distraction
29,Distraction
28,Distraction
29,Distraction
26,Distraction
28,Distraction
29,Distraction
29,Distraction
28,Distraction
29,Distraction
30,Distraction
31,Distraction
30,Distraction
30,Distraction
27,Distraction
30,Distraction
29,Distraction
27,Distraction
26,Distraction
26,Distraction
25,Distraction
26,Distraction
25,Distraction
27,Distraction
29,Distraction
27,Distraction
29,Distraction
29,Distraction
30,Distraction
27,Distraction
32,Distraction
28,Distraction
30,Distraction
29,Distraction
27,Distraction
22,Distraction
18,Distraction
29,Distraction
30,Distraction
29,Distraction
29,Distraction
30,Distraction
30,Distraction
31,Distraction
30,Distraction
29,Distraction
29,Distraction
32,Distraction
30,Distraction
30,Distraction
30,Distraction
